,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
134,dark shadows,Comedy Fantasy Horror,Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,Johnny Depp Chloë Grace Moretz Christopher Lee Tim Burton Comedy Fantasy Horror
135,mission impossible rogue nation,Action Adventure Thriller,Christopher McQuarrie,Tom Cruise,Jeremy Renner,Sean Harris,Tom Cruise Jeremy Renner Sean Harris Christopher McQuarrie Action Adventure Thriller
136,the wolfman,Drama Fantasy Horror Thriller,Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Anthony Hopkins Simon Merrells Art Malik Joe Johnston Drama Fantasy Horror Thriller
138,bee movie,Adventure Animation Comedy Family,Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Matthew Broderick Oprah Winfrey Rip Torn Steve Hickner Adventure Animation Comedy Family
139,kung fu panda 2,Action Adventure Animation Comedy Family,Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Angelina Jolie Pitt Gary Oldman Mike Bell Jennifer Yuh Nelson Action Adventure Animation Comedy Family
140,the last airbender,Action Adventure Family Fantasy,M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Seychelle Gabriel Noah Ringer Aasif Mandvi M. Night Shyamalan Action Adventure Family Fantasy
141,mission impossible 3,Action Adventure Thriller,J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Philip Seymour Hoffman Tom Cruise Eddie Marsan J.J. Abrams Action Adventure Thriller
142,white house down,Action Drama Thriller,Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Channing Tatum Jake Weber Matt Craven Roland Emmerich Action Drama Thriller
143,mars needs moms,Action Adventure Animation Comedy Family Sci-Fi,Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Elisabeth Harnois Dan Fogler Tom Everett Scott Simon Wells Action Adventure Animation Comedy Family Sci-Fi
144,flushed away,Adventure Animation Comedy Family,David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Hugh Jackman Kate Winslet David Suchet David Bowers Adventure Animation Comedy Family
145,pan,Adventure Family Fantasy,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Hugh Jackman Cara Delevingne Nonso Anozie Joe Wright Adventure Family Fantasy
146,mr. peabody & sherman,Adventure Animation Comedy Family Sci-Fi,Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Ty Burrell Zach Callison Karan Brar Rob Minkoff Adventure Animation Comedy Family Sci-Fi
147,troy,Adventure,Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Brad Pitt Orlando Bloom Julian Glover Wolfgang Petersen Adventure
148,madagascar 3 europe's most wanted,Adventure Animation Comedy Family,Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Jada Pinkett Smith Martin Short Cedric the Entertainer Eric Darnell Adventure Animation Comedy Family
149,die another day,Action Adventure Thriller,Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller
150,ghostbusters,Action Comedy Fantasy Sci-Fi,Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods,Ed Begley Jr. Kate McKinnon Zach Woods Paul Feig Action Comedy Fantasy Sci-Fi
151,armageddon,Action Adventure Sci-Fi Thriller,Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller
152,men in black 2,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi
153,beowulf,Action Adventure Animation Fantasy,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy
154,kung fu panda 3,Action Adventure Animation Comedy Family,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family
155,mission impossible ghost protocol,Action Adventure Thriller,Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller
156,rise of the guardians,Adventure Animation Family Fantasy,Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy
157,fun with dick and jane,Comedy Crime,Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime
158,the last samurai,Action Drama History War,Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War
159,exodus gods and kings,Action Adventure Drama,Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Christian Bale María Valverde Ben Mendelsohn Ridley Scott Action Adventure Drama
160,star trek,Action Adventure Sci-Fi,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi
161,spider man,Action Adventure Fantasy Romance,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance
162,how to train your dragon 2,Action Adventure Animation Comedy Family Fantasy,Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy
163,gods of egypt,Action Adventure Fantasy,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy
164,stealth,Action Adventure Sci-Fi Thriller,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller
165,watchmen,Action Drama Mystery Sci-Fi,Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi
166,lethal weapon 4,Action Crime Thriller,Richard Donner,Jet Li,Rene Russo,Darlene Love,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller
167,hulk,Action Sci-Fi,Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi
168,g.i. joe retaliation,Action Adventure Sci-Fi Thriller,Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller
169,sahara,Action Adventure Comedy Thriller,Breck Eisner,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Matthew McConaughey Rainn Wilson Delroy Lindo Breck Eisner Action Adventure Comedy Thriller
170,final fantasy the spirits within,Action Adventure Animation Fantasy Romance Sci-Fi,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi
171,captain america the first avenger,Action Adventure Sci-Fi,Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi
172,the world is not enough,Action Adventure Thriller,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller
173,master and commander the far side of the world,Action Adventure Drama History War,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War
174,the twilight saga breaking dawn 2,Adventure Drama Fantasy Romance,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
175,happy feet 2,Animation Comedy Family Musical,George Miller,Robin Williams,Brad Pitt,Common,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical
176,the incredible hulk,Action Adventure Sci-Fi,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi
178,the bfg,Adventure Family Fantasy,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy
179,the revenant,Adventure Drama Thriller Western,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western
180,turbo,Adventure Animation Comedy Family Sport,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport
181,rango,Adventure Animation Comedy Family Western,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western
182,penguins of madagascar,Adventure Animation Comedy Family,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family
183,the bourne ultimatum,Action Mystery Thriller,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller
184,kung fu panda,Action Adventure Animation Comedy Family,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family
185,ant man,Action Adventure Comedy Sci-Fi,Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi
186,the hunger games catching fire,Adventure Sci-Fi Thriller,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller
188,home,Adventure Animation Comedy Family Fantasy Sci-Fi,Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Jim Parsons Matt Jones April Winchell Tim Johnson Adventure Animation Comedy Family Fantasy Sci-Fi
189,war of the worlds,Adventure Sci-Fi Thriller,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller
190,bad boys 2,Action Comedy Crime Thriller,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller
191,puss in boots,Action Adventure Animation Comedy Family Fantasy,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
192,salt,Action Crime Mystery Thriller,Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller
193,noah,Action Adventure Drama,Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama
194,the adventures of tintin,Action Adventure Family Mystery,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery
195,harry potter and the prisoner of azkaban,Adventure Family Fantasy Mystery,Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery
196,australia,Adventure Drama Romance War,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War
197,after earth,Action Adventure Sci-Fi,M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi
198,dinosaur,Adventure Animation Family Thriller,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller
199,harry potter and the deathly hallows 2,Action Fantasy,Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy
200,night at the museum secret of the tomb,Adventure Comedy Family Fantasy,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
201,megamind,Action Animation Comedy Family Sci-Fi,Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi
202,harry potter and the sorcerer's stone,Adventure Family Fantasy,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
203,r.i.p.d.,Action Comedy Fantasy,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
205,pirates of the caribbean the curse of the black pearl,Action Adventure Fantasy,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
206,harry potter and the deathly hallows 1,Fantasy,Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
207,the hunger games mockingjay 1,Adventure Sci-Fi Thriller,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
208,the da vinci code,Mystery Thriller,Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller
209,rio 2,Adventure Animation Comedy Family Musical,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
210,10 men 2,Action Adventure Fantasy Sci-Fi Thriller,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
211,fast five,Action Crime Thriller,Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller
212,sherlock holmes a game of shadows,Action Adventure Crime Mystery Thriller,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
213,clash of the titans,Action Adventure Fantasy,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Liam Neeson Jason Flemyng Alexa Davalos Louis Leterrier Action Adventure Fantasy
214,total recall,Action Sci-Fi,Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,Ronny Cox Rachel Ticotin Marshall Bell Paul Verhoeven Action Sci-Fi
215,the 13th warrior,Action Adventure History,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
216,the bourne legacy,Action Adventure Thriller,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
217,batman & robin,Action,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
218,how the grinch stole christmas,Comedy Family Fantasy,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
219,the day after tomorrow,Action Adventure Sci-Fi Thriller,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
220,mission impossible 2,Action Adventure Thriller,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
221,the perfect storm,Action Adventure Drama Thriller,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
222,fantastic 4 rise of the silver surfer,Action Adventure Sci-Fi Thriller,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
223,life of pi,Adventure Drama Fantasy,Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
224,ghost rider,Action Fantasy Thriller,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
225,jason bourne,Action Thriller,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
226,charlie's angels full throttle,Action Adventure Comedy Crime,McG,Demi Moore,Bernie Mac,Justin Theroux,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
227,prometheus,Adventure Mystery Sci-Fi,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
228,stuart little 2,Adventure Animation Comedy Family Fantasy,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
229,elysium,Action Drama Sci-Fi Thriller,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
230,the chronicles of riddick,Action Adventure Sci-Fi Thriller,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
231,robocop,Action Crime Sci-Fi Thriller,José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,Gary Oldman Abbie Cornish Jennifer Ehle José Padilha Action Crime Sci-Fi Thriller
232,speed racer,Action Family Sport,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
233,how do you know,Comedy Drama Romance,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
234,knight and day,Action Comedy Romance,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
235,oblivion,Action Adventure Mystery Sci-Fi,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
236,star wars episode 3 revenge of the sith,Action Adventure Fantasy Sci-Fi,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
